timestamp,mn_grade_pct,fe_content_pct,siO2_content_pct,al2O3_content_pct,p_content_pct,moisture_pct,p80_mm,work_index_kwh_t,specific_gravity,ore_type
2026-10-24 06:00:00,46.47,4.88,1.56,7.51,0.143,6.3,21.5,22.0,4.22,oxide
2025-02-19 12:00:00,65.94,-1.81,-0.44,7.09,0.193,7.9,22.7,22.0,4.36,oxide
2025-03-20 06:00:00,53.29,2.35,0.78,7.84,0.096,7.6,8.5,22.0,4.1,oxide
2026-02-10 18:00:00,65.38,-1.85,-0.56,7.19,0.129,7.9,11.7,22.0,4.42,carbonate
2021-12-16 12:00:00,44.54,4.26,0.85,7.73,0.079,5.2,15.3,21.4,4.18,oxide
2025-05-13 12:00:00,57.07,0.97,0.12,6.07,0.261,9.5,14.4,22.0,4.34,oxide
2023-12-15 00:00:00,71.01,-3.72,-1.41,5.58,0.143,9.4,13.5,22.0,4.65,silicate
2025-10-23 12:00:00,77.71,-6.49,-1.69,5.69,0.28,7.6,40.5,22.0,4.71,oxide
2022-09-14 18:00:00,48.27,4.24,1.07,5.79,0.092,8.5,17.0,22.0,4.25,oxide
2025-04-02 06:00:00,56.83,0.93,0.39,6.27,0.196,9.9,13.7,22.0,4.45,oxide
2022-09-12 12:00:00,51.83,2.46,0.87,5.32,0.224,5.5,13.3,22.0,4.15,carbonate
2025-11-14 06:00:00,46.11,5.02,1.38,5.86,0.133,5.8,5.4,22.0,4.16,carbonate
2020-06-03 18:00:00,66.31,-1.94,-0.5,5.51,0.252,8.6,15.6,22.0,4.25,silicate
2026-10-20 18:00:00,44.13,5.82,1.12,6.95,0.197,6.5,46.4,22.0,4.07,oxide
2025-12-24 18:00:00,44.13,5.4,1.51,7.59,0.23,6.2,14.4,22.0,4.18,carbonate
2020-07-12 06:00:00,77.71,-6.05,-2.06,6.57,0.06,8.2,27.8,22.0,4.91,oxide
2020-07-06 06:00:00,44.13,5.76,2.05,7.98,0.262,8.3,14.5,22.0,4.02,silicate
2020-07-27 00:00:00,45.87,4.09,1.58,7.31,0.241,5.6,5.8,22.0,4.06,oxide
2022-11-09 12:00:00,58.82,0.41,0.15,7.45,0.185,10.0,10.6,22.0,4.51,oxide
2024-01-09 06:00:00,69.5,-3.18,-0.48,7.5,0.195,9.2,22.2,22.0,4.64,oxide
2025-05-18 12:00:00,44.13,5.78,1.02,6.91,0.283,6.2,13.2,22.0,4.26,oxide
2020-05-29 06:00:00,46.22,4.99,0.62,6.1,0.268,7.4,7.1,22.0,3.94,oxide
2022-06-16 18:00:00,74.32,-4.85,-1.05,7.2,0.274,6.3,16.9,22.0,4.74,oxide
2020-11-27 18:00:00,59.38,0.19,0.08,7.33,0.174,7.6,13.8,22.0,4.32,oxide
2020-11-15 18:00:00,56.51,1.08,0.39,5.87,0.162,6.2,12.4,22.0,4.34,carbonate
2023-06-29 12:00:00,66.8,-2.29,-0.65,5.02,0.261,7.3,12.5,22.0,4.5,silicate
2025-11-17 00:00:00,50.26,2.95,1.16,7.46,0.06,9.5,10.0,22.0,4.16,oxide
2025-11-14 12:00:00,44.13,5.73,1.66,5.66,0.174,6.2,8.3,22.0,4.2,oxide
2023-11-29 18:00:00,54.57,1.74,0.7,6.45,0.072,6.3,12.6,22.0,4.35,oxide
2020-11-12 00:00:00,65.23,-1.43,-0.2,7.96,0.061,6.3,9.8,22.0,4.49,carbonate
2025-08-23 06:00:00,44.13,4.26,1.76,5.82,0.159,7.4,12.4,22.0,4.13,oxide
2021-02-16 12:00:00,73.78,-4.88,-0.59,5.94,0.119,6.5,39.0,22.0,4.67,silicate
2026-06-16 18:00:00,44.13,5.38,0.59,6.63,0.182,5.9,26.4,22.0,4.15,carbonate
2022-06-07 00:00:00,68.8,-3.1,-0.97,7.46,0.12,9.6,17.5,22.0,4.7,carbonate
2026-09-25 12:00:00,45.95,4.68,0.59,6.14,0.061,8.4,15.8,22.0,4.03,silicate
2021-12-28 18:00:00,69.04,-3.09,-1.2,6.15,0.148,9.5,10.8,22.0,4.53,carbonate
2026-07-01 18:00:00,44.13,5.06,1.36,5.2,0.132,9.4,14.1,22.0,4.08,oxide
2023-08-31 00:00:00,65.2,-1.63,-0.4,5.81,0.234,8.6,27.6,22.0,4.36,oxide
2024-02-10 00:00:00,58.14,0.58,0.2,6.7,0.226,9.2,13.1,22.0,4.44,oxide
2026-03-13 18:00:00,50.4,3.3,1.03,5.17,0.07,8.8,8.6,22.0,4.2,oxide
2026-01-06 12:00:00,44.13,5.28,1.66,7.56,0.24,6.8,31.6,22.0,4.14,oxide
2024-04-08 06:00:00,62.98,-0.93,-0.29,6.98,0.05,6.0,8.7,22.0,4.53,oxide
2025-02-20 06:00:00,53.38,1.78,0.63,6.31,0.146,9.4,5.9,22.0,4.26,oxide
2020-02-14 18:00:00,77.71,-6.29,-0.94,7.12,0.184,9.6,8.7,22.0,4.74,oxide
2022-05-11 12:00:00,59.96,0.01,0.0,5.21,0.118,9.9,22.5,22.0,4.33,oxide
2022-07-18 18:00:00,60.05,-0.02,-0.0,5.76,0.163,5.2,25.7,22.0,4.42,oxide
2026-05-17 18:00:00,44.13,5.19,1.58,7.49,0.184,5.2,8.4,22.0,4.07,carbonate
2020-10-28 18:00:00,50.82,2.51,0.83,7.08,0.076,8.4,16.5,22.0,3.91,oxide
2022-11-27 00:00:00,62.47,-0.89,-0.22,6.85,0.245,6.9,25.9,22.0,4.3,silicate
2024-03-08 06:00:00,47.71,3.51,1.45,7.77,0.262,9.8,6.7,22.0,4.07,oxide
2026-05-10 18:00:00,69.73,-2.76,-0.76,7.61,0.081,5.2,10.7,22.0,4.6,carbonate
2020-09-29 06:00:00,58.45,0.54,0.06,6.11,0.14,8.6,7.0,22.0,4.29,carbonate
2024-01-29 12:00:00,54.24,1.6,0.56,6.54,0.138,6.7,21.7,22.0,4.33,carbonate
2020-02-17 00:00:00,48.09,4.13,1.17,8.0,0.181,5.3,16.4,22.0,4.12,oxide
2022-02-03 18:00:00,55.06,1.67,0.25,6.15,0.209,9.4,18.4,22.0,4.3,oxide
2026-07-13 18:00:00,52.27,2.3,0.85,6.02,0.127,6.7,18.0,22.0,4.44,carbonate
2026-04-17 12:00:00,45.81,4.51,1.11,7.68,0.114,5.0,18.9,22.0,4.1,carbonate
2023-11-06 06:00:00,44.13,4.44,1.04,7.97,0.105,8.6,22.4,22.0,4.1,oxide
2021-11-30 18:00:00,67.86,-2.59,-0.7,5.61,0.125,7.0,18.5,22.0,4.48,oxide
2025-01-12 00:00:00,53.32,2.0,0.86,5.33,0.139,5.4,7.9,22.0,4.18,oxide
2025-11-15 06:00:00,51.51,2.4,0.41,6.24,0.251,7.5,7.9,22.0,4.29,carbonate
2021-04-26 06:00:00,47.06,4.17,1.45,7.11,0.152,10.0,11.0,22.0,4.17,oxide
2021-10-11 06:00:00,66.06,-1.8,-0.22,5.27,0.287,6.4,13.7,22.0,4.69,oxide
2020-11-12 12:00:00,59.97,0.01,0.0,6.08,0.197,7.8,14.7,22.0,4.45,carbonate
2020-11-27 12:00:00,46.77,4.67,0.65,7.15,0.28,5.0,9.0,22.0,4.09,oxide
2025-05-04 18:00:00,65.67,-1.58,-0.37,7.79,0.217,9.2,21.9,22.0,4.57,carbonate
2023-02-07 18:00:00,51.21,2.68,0.74,5.99,0.278,6.4,25.2,22.0,4.12,silicate
2020-10-10 06:00:00,71.04,-2.96,-0.79,7.21,0.053,5.5,9.5,22.0,4.58,carbonate
2024-07-22 00:00:00,44.13,4.59,1.49,7.53,0.229,5.2,12.8,22.0,4.02,oxide
2025-06-28 00:00:00,44.13,5.55,0.56,5.16,0.206,5.7,30.5,22.0,4.11,oxide
2023-02-23 18:00:00,77.71,-5.7,-1.97,5.35,0.144,8.3,19.6,22.0,4.71,oxide
2025-06-07 00:00:00,44.13,4.86,0.63,6.03,0.141,5.2,13.7,22.0,4.01,oxide
2026-06-05 00:00:00,77.71,-5.23,-0.66,6.19,0.234,5.4,26.2,22.0,4.8,oxide
2025-06-30 12:00:00,54.74,1.92,0.21,5.81,0.064,6.8,15.5,22.0,4.37,carbonate
2021-11-24 18:00:00,56.92,1.0,0.22,5.66,0.292,5.7,14.2,22.0,4.6,oxide
2026-01-07 18:00:00,44.13,5.14,1.36,6.74,0.272,5.0,8.1,22.0,4.02,oxide
2021-06-05 12:00:00,53.23,2.1,0.71,6.54,0.13,9.0,17.0,22.0,4.26,oxide
2026-05-15 12:00:00,77.71,-5.86,-1.74,5.49,0.17,9.5,18.2,22.0,4.69,oxide
2020-02-05 12:00:00,44.13,4.69,1.24,5.19,0.152,8.2,49.5,22.0,4.1,oxide
2023-12-07 12:00:00,55.26,1.68,0.29,5.04,0.176,9.9,9.6,22.0,4.22,oxide
2024-07-24 12:00:00,44.13,5.32,1.65,7.63,0.211,6.3,15.4,22.0,3.9,oxide
2021-12-31 18:00:00,60.82,-0.27,-0.09,6.18,0.225,5.6,10.1,22.0,4.38,oxide
2024-04-25 12:00:00,48.62,3.44,0.41,7.24,0.063,7.3,29.3,22.0,4.0,oxide
2020-06-05 06:00:00,53.18,1.82,0.8,6.34,0.088,9.3,16.7,22.0,4.28,oxide
2022-12-27 12:00:00,52.96,2.22,0.31,7.31,0.172,8.8,8.7,22.0,4.27,oxide
2020-01-16 18:00:00,44.13,4.75,0.78,7.03,0.166,7.2,14.4,22.0,4.11,carbonate
2021-05-20 18:00:00,44.13,4.53,1.47,5.97,0.245,5.1,15.8,22.0,4.13,oxide
2024-10-25 06:00:00,46.87,4.06,1.62,6.06,0.242,5.4,8.3,22.0,4.17,oxide
2025-11-16 18:00:00,44.13,4.38,0.6,7.53,0.065,9.9,9.6,22.0,4.11,oxide
2023-04-12 18:00:00,54.99,1.53,0.6,7.74,0.271,8.1,25.5,22.0,4.42,carbonate
2020-10-12 06:00:00,77.71,-4.94,-0.98,6.25,0.163,9.9,14.8,22.0,4.88,oxide
2025-05-15 18:00:00,63.31,-1.02,-0.23,7.27,0.121,8.6,15.1,22.0,4.37,oxide
2024-03-22 06:00:00,70.72,-3.28,-1.22,5.97,0.168,5.7,10.0,22.0,4.74,silicate
2022-10-09 12:00:00,49.69,3.06,0.78,6.91,0.087,7.7,8.9,22.0,4.27,carbonate
2026-08-02 12:00:00,65.48,-1.52,-0.58,5.08,0.072,7.4,9.6,22.0,4.61,silicate
2021-10-01 00:00:00,44.13,4.24,1.47,6.2,0.246,9.3,15.2,22.0,4.13,carbonate
2023-06-17 18:00:00,44.29,5.51,0.98,7.84,0.238,6.1,8.1,22.0,3.98,oxide
2021-09-16 00:00:00,57.02,0.88,0.31,6.87,0.212,7.4,8.9,22.0,4.37,oxide
2022-10-28 12:00:00,47.6,3.72,0.6,6.64,0.272,7.3,12.5,22.0,4.17,carbonate
2020-11-19 18:00:00,60.19,-0.05,-0.01,6.87,0.165,7.8,19.6,22.0,4.51,oxide
2026-05-05 12:00:00,57.57,0.83,0.32,5.2,0.272,8.0,20.9,22.0,4.18,carbonate
2020-09-25 00:00:00,63.45,-1.01,-0.29,5.31,0.132,9.6,18.4,22.0,4.46,oxide
2022-02-12 12:00:00,47.85,3.91,0.84,6.05,0.171,7.9,19.9,22.0,4.06,carbonate
2026-08-02 12:00:00,65.48,-1.52,-0.58,5.08,0.072,7.4,9.6,22.0,4.61,silicate
2020-06-20 12:00:00,57.69,0.62,0.1,7.47,0.252,6.4,15.1,22.0,4.47,oxide
2021-04-10 12:00:00,77.71,-5.65,-1.41,7.75,0.216,6.8,12.0,22.0,4.62,oxide
2020-07-26 00:00:00,54.66,1.92,0.56,7.8,0.055,6.4,9.1,22.0,4.4,silicate
2020-07-25 18:00:00,53.0,2.13,0.38,6.47,0.059,8.9,13.9,22.0,4.41,carbonate
2024-05-06 00:00:00,44.13,4.25,1.45,6.84,0.244,9.5,16.9,22.0,4.05,oxide
2020-03-03 00:00:00,77.71,-5.41,-2.32,5.19,0.22,5.0,15.4,22.0,4.94,carbonate
2022-09-20 12:00:00,68.98,-3.15,-1.16,7.25,0.17,7.4,16.5,22.0,4.62,oxide
2025-04-09 06:00:00,44.4,4.75,1.8,5.01,0.171,6.2,18.2,22.0,4.12,oxide
2021-12-05 12:00:00,69.77,-3.44,-0.83,5.33,0.182,6.5,24.3,22.0,4.59,oxide
2021-07-23 06:00:00,44.13,5.82,2.05,5.66,0.14,5.4,11.5,22.0,3.93,oxide
2025-02-03 12:00:00,63.72,-1.34,-0.14,6.07,0.076,9.0,13.3,22.0,4.54,carbonate
2026-09-05 12:00:00,59.69,0.1,0.04,6.98,0.065,9.2,13.9,22.0,4.34,carbonate
2023-04-11 18:00:00,51.01,2.87,1.01,7.53,0.274,9.6,10.6,22.0,4.23,oxide
2024-03-08 18:00:00,45.51,4.94,1.21,6.7,0.198,9.0,17.4,22.0,4.1,oxide
2023-07-21 18:00:00,61.24,-0.4,-0.06,6.0,0.08,6.8,16.8,22.0,4.42,oxide
2025-05-14 06:00:00,54.2,1.69,0.55,5.14,0.196,5.8,24.1,22.0,4.21,oxide
2025-05-26 06:00:00,57.21,0.94,0.31,6.71,0.097,6.0,35.4,22.0,4.34,carbonate
2024-05-07 12:00:00,44.13,5.16,0.92,7.84,0.203,6.2,9.8,22.0,4.15,oxide
2023-11-21 06:00:00,55.96,1.19,0.27,5.3,0.139,9.1,17.7,22.0,4.42,oxide
2022-06-03 00:00:00,76.01,-5.86,-1.55,5.68,0.16,9.4,11.4,22.0,4.88,oxide
2020-10-17 12:00:00,44.13,4.86,1.21,5.57,0.223,5.2,21.0,22.0,3.98,carbonate
2024-04-02 00:00:00,53.74,1.67,0.46,5.32,0.12,8.0,13.8,22.0,4.2,oxide
2020-04-11 06:00:00,74.74,-4.73,-1.62,6.16,0.181,9.1,12.7,22.0,4.75,carbonate
2021-03-03 18:00:00,59.8,0.05,0.02,5.94,0.11,5.0,6.8,22.0,4.32,silicate
2022-04-12 18:00:00,44.13,5.67,1.73,6.82,0.223,8.1,26.1,22.0,4.29,oxide
2022-12-14 18:00:00,77.71,-6.23,-1.74,6.7,0.291,5.9,25.2,22.0,4.83,oxide
2024-02-08 06:00:00,44.13,5.09,1.02,7.05,0.098,7.7,17.7,22.0,4.04,oxide
2024-08-27 00:00:00,46.64,4.1,1.35,5.04,0.293,8.5,11.6,22.0,3.93,oxide
2022-05-06 06:00:00,77.71,-5.42,-2.28,5.22,0.269,9.0,13.8,22.0,4.69,oxide
2026-07-29 12:00:00,44.13,5.71,0.87,7.0,0.178,8.7,11.2,22.0,4.04,carbonate
2025-08-25 18:00:00,77.71,-5.29,-1.95,5.08,0.172,9.5,16.1,22.0,4.57,oxide
2021-12-19 00:00:00,44.13,4.89,1.54,5.78,0.259,7.0,16.7,22.0,4.2,carbonate
2026-03-16 06:00:00,55.53,1.62,0.57,5.93,0.051,5.7,11.2,22.0,4.16,oxide
2024-12-30 12:00:00,54.06,1.77,0.45,7.63,0.123,6.3,16.5,22.0,4.11,silicate
2021-06-03 18:00:00,54.17,1.88,0.64,6.01,0.07,6.0,10.0,22.0,4.35,silicate
2024-03-07 18:00:00,44.13,5.54,1.8,6.29,0.14,6.0,23.5,22.0,4.18,oxide
2022-08-28 12:00:00,44.13,4.49,1.79,7.27,0.221,9.9,17.3,22.0,4.08,oxide
2022-04-03 18:00:00,44.9,4.43,1.03,6.09,0.279,6.5,9.2,22.0,4.13,oxide
2025-02-22 12:00:00,44.13,4.54,0.62,6.75,0.242,9.4,13.7,22.0,4.01,oxide
2022-08-22 06:00:00,74.04,-4.63,-1.29,6.85,0.22,7.9,13.0,22.0,4.66,oxide
2026-02-25 12:00:00,77.71,-6.44,-0.8,6.08,0.106,7.1,13.7,22.0,4.88,carbonate
2023-01-04 18:00:00,77.71,-6.42,-1.46,5.59,0.184,6.2,13.3,22.0,4.69,oxide
2024-02-22 12:00:00,68.68,-3.17,-0.54,5.36,0.224,8.4,12.7,22.0,4.52,carbonate
2025-06-23 06:00:00,53.31,2.04,0.39,7.21,0.263,5.0,17.8,22.0,4.23,oxide
2026-07-04 18:00:00,77.11,-5.66,-1.23,6.43,0.203,9.6,16.2,22.0,4.63,oxide
2020-09-16 06:00:00,44.13,4.41,2.06,6.55,0.105,8.4,16.0,22.0,4.08,carbonate
2026-01-28 18:00:00,51.04,3.12,1.08,5.14,0.191,7.5,15.7,22.0,4.2,oxide
2022-05-25 06:00:00,51.36,2.86,0.59,6.19,0.259,8.6,17.2,22.0,4.21,oxide
2025-08-31 12:00:00,47.84,4.45,0.51,7.64,0.091,6.8,15.3,22.0,4.26,oxide
2023-08-05 12:00:00,46.4,3.99,1.47,5.08,0.215,7.1,27.2,22.0,4.15,oxide
2024-06-27 06:00:00,77.71,-5.01,-1.21,5.66,0.248,7.7,6.7,22.0,4.71,oxide
2023-03-09 12:00:00,76.57,-5.43,-2.02,5.88,0.186,5.7,18.0,22.0,4.65,oxide
2023-02-07 06:00:00,47.64,4.19,0.48,5.21,0.089,8.4,10.5,22.0,4.32,oxide
2020-02-06 12:00:00,44.13,4.24,1.27,7.46,0.222,9.5,16.7,22.0,4.13,oxide
2025-07-02 12:00:00,60.46,-0.16,-0.02,5.69,0.18,6.8,14.1,22.0,4.49,silicate
2021-06-04 06:00:00,74.25,-5.21,-1.85,6.35,0.238,9.0,31.5,22.0,4.7,carbonate
2025-05-14 12:00:00,75.53,-4.42,-0.95,7.35,0.202,9.9,14.3,22.0,4.71,oxide
2022-06-13 00:00:00,48.31,3.75,0.52,7.06,0.17,6.4,14.6,22.0,4.16,carbonate
2025-06-19 00:00:00,66.59,-2.0,-0.48,6.52,0.177,5.9,15.7,22.0,4.5,carbonate
2022-08-04 18:00:00,47.54,4.55,1.19,6.68,0.155,9.6,13.1,22.0,4.14,oxide
2020-06-29 12:00:00,44.13,4.33,1.75,7.17,0.256,5.9,27.2,22.0,4.04,carbonate
2022-03-07 12:00:00,44.13,4.6,1.15,7.84,0.259,5.8,5.5,22.0,3.72,oxide
2020-09-06 12:00:00,52.24,2.41,0.66,6.29,0.08,6.1,24.9,22.0,4.29,oxide
2025-10-05 18:00:00,53.2,2.4,0.47,5.12,0.105,7.3,11.4,22.0,4.06,oxide
2025-05-01 06:00:00,77.71,-5.69,-1.51,5.21,0.085,8.4,13.5,22.0,4.78,carbonate
2021-03-15 06:00:00,77.71,-6.09,-1.02,6.31,0.078,8.0,11.6,22.0,4.76,carbonate
2023-06-04 00:00:00,54.6,1.72,0.29,7.0,0.188,8.9,10.1,22.0,4.26,silicate
2024-08-25 12:00:00,58.39,0.55,0.13,5.13,0.298,8.5,6.1,22.0,4.28,oxide
2020-10-03 12:00:00,74.51,-5.15,-1.46,5.51,0.131,5.8,7.8,22.0,4.6,carbonate
2022-02-17 06:00:00,44.13,5.32,0.93,6.6,0.24,6.1,25.6,22.0,4.12,oxide
2021-01-06 12:00:00,44.13,5.43,1.74,5.98,0.148,7.3,19.9,22.0,4.1,oxide
2021-06-27 18:00:00,77.71,-5.75,-1.7,5.59,0.096,7.4,19.2,22.0,4.78,oxide
2021-11-24 00:00:00,58.8,0.42,0.1,7.54,0.29,8.2,6.9,22.0,4.38,oxide
2026-03-02 18:00:00,44.13,4.33,1.61,5.93,0.063,9.8,21.9,22.0,4.16,oxide
2025-02-05 06:00:00,57.44,0.8,0.19,7.89,0.271,9.6,16.8,22.0,4.41,carbonate
2021-03-31 00:00:00,59.61,0.11,0.02,5.47,0.296,5.4,9.6,22.0,4.45,carbonate
2022-07-22 00:00:00,44.13,5.16,1.28,6.38,0.176,8.0,23.3,22.0,4.1,oxide
2020-03-30 18:00:00,48.37,3.33,1.16,6.39,0.076,8.6,9.9,22.0,4.2,oxide
2021-01-03 12:00:00,48.99,3.53,0.86,6.26,0.075,6.6,25.7,22.0,4.03,silicate
2023-04-16 06:00:00,44.13,4.85,1.44,7.96,0.077,9.6,13.2,22.0,3.89,oxide
2021-08-03 18:00:00,77.71,-5.75,-0.97,7.3,0.298,9.8,5.6,22.0,4.7,oxide
2023-10-03 00:00:00,44.13,4.92,0.98,5.31,0.211,5.2,25.2,22.0,4.13,oxide
2023-01-16 12:00:00,47.64,4.1,1.56,5.69,0.255,7.9,14.1,22.0,4.14,oxide
2020-08-31 06:00:00,50.98,2.84,0.71,6.17,0.134,6.3,20.3,22.0,4.23,oxide
2022-05-08 18:00:00,77.71,-4.75,-1.22,6.33,0.154,6.9,43.6,22.0,4.76,oxide
2021-01-16 18:00:00,77.71,-4.85,-1.36,7.8,0.231,6.3,10.7,22.0,4.64,oxide
2023-01-17 18:00:00,53.4,1.94,0.77,5.97,0.067,7.1,12.2,22.0,4.37,oxide
2023-12-17 00:00:00,59.48,0.17,0.05,6.93,0.088,5.1,15.7,22.0,4.41,oxide
2024-11-29 06:00:00,46.42,3.68,0.9,7.81,0.095,6.8,9.1,22.0,4.08,carbonate
2025-10-05 12:00:00,52.57,2.72,0.97,6.77,0.212,9.4,10.9,22.0,4.34,carbonate
2023-07-01 12:00:00,53.67,1.91,0.58,7.28,0.16,9.5,31.9,22.0,4.42,carbonate
2025-09-15 06:00:00,44.13,5.11,0.65,7.72,0.261,6.9,15.8,22.0,4.12,oxide
2023-06-26 18:00:00,50.17,2.78,0.81,6.38,0.08,7.5,23.3,22.0,4.28,silicate
2024-04-24 12:00:00,77.71,-5.61,-0.85,6.09,0.242,5.5,24.0,22.0,4.72,oxide
2026-03-23 00:00:00,44.13,5.75,1.98,5.49,0.249,5.9,7.5,22.0,4.14,silicate
2020-02-29 12:00:00,50.84,2.97,0.63,6.96,0.085,6.2,24.3,22.0,4.31,oxide
2021-05-19 00:00:00,57.27,0.94,0.14,7.34,0.17,9.1,11.7,22.0,4.48,oxide
2023-11-22 00:00:00,52.35,2.63,0.66,6.54,0.09,8.7,25.1,22.0,4.4,oxide
2023-09-15 18:00:00,75.23,-5.45,-1.5,6.9,0.23,6.1,15.3,22.0,4.67,silicate
2021-08-18 06:00:00,46.52,4.26,1.31,6.19,0.299,7.9,18.5,22.0,4.21,oxide
2022-11-02 06:00:00,44.13,4.82,0.59,7.74,0.17,9.1,21.5,22.0,3.97,carbonate
2022-09-16 18:00:00,65.57,-1.89,-0.58,5.48,0.277,6.5,12.0,22.0,4.59,carbonate
2022-10-11 18:00:00,57.74,0.61,0.24,6.85,0.248,5.2,12.1,22.0,4.36,carbonate
2025-08-25 00:00:00,44.13,5.73,1.47,5.43,0.271,8.0,16.2,22.0,3.89,oxide
2020-11-07 00:00:00,51.03,2.91,0.41,5.12,0.141,7.5,23.0,22.0,4.31,silicate
2025-12-23 00:00:00,67.69,-2.46,-0.64,7.56,0.186,8.8,11.2,22.0,4.55,carbonate
2022-06-29 06:00:00,58.7,0.4,0.13,5.36,0.242,6.0,19.5,22.0,4.38,oxide
2026-06-09 18:00:00,54.55,1.63,0.45,5.71,0.177,8.1,11.4,22.0,4.2,carbonate
2026-01-07 06:00:00,57.08,0.97,0.16,5.84,0.185,5.7,35.5,22.0,4.38,carbonate
2024-03-23 00:00:00,55.3,1.7,0.29,6.04,0.136,9.7,10.2,22.0,4.44,oxide
2020-04-26 06:00:00,58.02,0.61,0.1,6.19,0.093,5.5,22.1,22.0,4.29,oxide
2026-04-25 06:00:00,65.46,-1.92,-0.7,6.91,0.191,5.8,14.0,22.0,4.56,oxide
2023-01-28 06:00:00,54.03,1.97,0.6,6.28,0.243,8.3,14.4,22.0,4.28,oxide
2022-09-13 18:00:00,70.5,-3.15,-0.88,6.64,0.164,6.4,23.6,22.0,4.55,oxide
2025-06-23 18:00:00,76.83,-5.16,-1.53,6.32,0.065,5.9,24.3,22.0,4.58,oxide
2021-06-29 00:00:00,58.56,0.47,0.05,5.76,0.267,5.7,19.5,22.0,4.27,carbonate
2020-01-10 06:00:00,44.13,5.62,1.14,6.38,0.198,5.6,9.3,22.0,3.85,carbonate
2024-09-23 00:00:00,47.91,3.91,1.56,6.49,0.073,8.0,13.2,22.0,4.09,carbonate
2023-03-26 12:00:00,62.49,-0.85,-0.19,6.66,0.154,7.6,22.4,22.0,4.39,oxide
2021-12-20 18:00:00,58.61,0.4,0.17,6.34,0.29,5.4,21.8,22.0,4.4,oxide
2025-02-11 06:00:00,77.71,-5.03,-2.27,7.87,0.169,6.1,20.2,22.0,4.68,oxide
2020-11-17 00:00:00,48.98,4.01,0.89,7.14,0.163,7.9,13.2,22.0,4.09,carbonate
2020-04-13 00:00:00,44.13,4.67,1.51,7.12,0.208,7.7,21.9,22.0,3.98,carbonate
2023-03-19 12:00:00,58.55,0.52,0.05,7.53,0.183,7.3,12.8,22.0,4.2,oxide
2022-01-19 18:00:00,59.18,0.22,0.07,6.15,0.25,9.6,14.1,22.0,4.33,oxide
2026-08-01 00:00:00,77.71,-6.18,-0.6,6.74,0.243,5.2,32.2,22.0,4.98,oxide
2024-02-02 12:00:00,70.9,-3.44,-1.28,6.52,0.217,7.6,14.2,22.0,4.57,carbonate
2025-04-12 00:00:00,57.57,0.79,0.11,7.42,0.202,5.9,26.5,22.0,4.45,oxide
2026-02-17 06:00:00,55.7,1.23,0.3,5.69,0.18,6.8,17.0,22.0,4.28,oxide
2020-11-23 12:00:00,61.54,-0.41,-0.14,5.27,0.179,9.4,19.5,22.0,4.43,silicate
2021-02-25 12:00:00,53.93,1.67,0.32,6.76,0.19,6.0,16.9,22.0,4.26,oxide
2024-12-08 06:00:00,54.87,1.76,0.68,7.09,0.166,5.9,8.5,22.0,4.28,carbonate
2023-12-19 18:00:00,60.06,-0.02,-0.0,7.83,0.256,9.7,13.9,22.0,4.3,carbonate
2022-08-07 00:00:00,59.02,0.28,0.06,5.73,0.214,8.8,16.2,22.0,4.34,carbonate
2024-05-15 18:00:00,44.13,5.81,0.82,7.66,0.156,5.8,18.6,22.0,4.2,oxide
2024-07-15 18:00:00,71.12,-3.9,-0.51,6.06,0.102,7.5,9.5,22.0,4.69,oxide
2026-01-16 12:00:00,55.27,1.35,0.38,7.54,0.283,7.3,17.7,22.0,4.27,oxide
2026-08-08 00:00:00,58.1,0.53,0.23,7.01,0.132,8.2,16.5,22.0,4.47,carbonate
2025-11-13 06:00:00,77.71,-5.41,-1.7,7.3,0.076,7.6,15.3,22.0,4.75,carbonate
2026-04-30 06:00:00,49.31,2.91,0.39,7.2,0.171,5.6,8.7,22.0,4.27,oxide
2022-06-16 06:00:00,55.05,1.36,0.28,7.15,0.104,7.8,30.1,22.0,4.43,carbonate
2024-04-13 00:00:00,77.71,-5.17,-1.92,6.36,0.176,6.3,16.6,22.0,4.67,carbonate
2022-03-03 12:00:00,46.68,4.8,1.39,7.23,0.254,5.6,14.0,22.0,4.15,oxide
2022-10-07 12:00:00,44.13,5.41,1.51,7.28,0.268,8.5,14.0,22.0,3.96,oxide
2020-07-30 06:00:00,71.87,-4.03,-0.65,6.83,0.281,8.0,17.4,22.0,4.53,oxide
2026-02-07 00:00:00,77.71,-4.96,-2.27,5.98,0.284,7.0,16.3,22.0,4.82,oxide
2022-07-03 12:00:00,65.06,-1.45,-0.34,5.33,0.097,9.1,12.7,22.0,4.54,oxide
2024-12-19 12:00:00,52.03,2.88,0.48,6.99,0.174,8.3,9.9,22.0,4.31,oxide
2022-02-13 12:00:00,59.64,0.12,0.02,7.34,0.29,5.4,18.4,22.0,4.32,oxide
2020-05-31 00:00:00,70.19,-2.89,-0.91,7.06,0.208,5.6,8.8,22.0,4.55,oxide
2025-07-31 06:00:00,44.13,4.32,1.59,7.45,0.101,8.2,33.3,22.0,4.25,carbonate
2024-07-31 18:00:00,44.85,5.1,1.96,5.77,0.067,5.6,8.9,22.0,4.19,silicate
2020-09-26 18:00:00,77.71,-5.92,-2.16,6.05,0.242,7.8,11.3,22.0,4.89,oxide
2026-11-01 12:00:00,55.46,1.54,0.16,5.13,0.164,9.0,32.5,22.0,4.26,carbonate
